New column 0,New column 1,New column 2,New column 3,New column 3 Url
"HP Smart Tank 500 All-in-One Ink Tank Color Printer & GT 52 Yellow, Magenta, Cyan Ink Bottles(1 Printer+1Black Ink Bottles+3 Color Ink Bottles) Combo","13,569",4.6 out of 5 stars,5,https://www.amazon.in/HP-500-Printer-Magenta-Bottles/dp/B08KHH35WT/ref=sr_1_148?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-148#customerReviews
HP Sprocket Portable 2x3 Instant Photo Printer (Black Noir) Zink Paper Bundle,"17,876",4.5 out of 5 stars,496,https://www.amazon.in/HP-Sprocket-Portable-Instant-Printer/dp/B08LNZW1HZ/ref=sr_1_149?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-149#customerReviews
"HP Smart Tank 515 All-in-One Wireless Ink Tank Colour Printer & H200Gs Wired Gaming Over Ear Headphones with Mic, Lightweight Design, Soft Adaptive Suspension Headband with USB7","16,648",4.0 out of 5 stars,"1,531",https://www.amazon.in/HP-Wireless-Headphones-Lightweight-Suspension/dp/B0BK8MWJVS/ref=sr_1_145?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-145#customerReviews
HP Laserjet Enterprise MFP M431f Mono Printer,,,,
"HP Ink Tank 315 Color Printer, Scanner, & Copier with High Capacity Tank for Home, B&W Prints at 10 Paise/Page*, Color Prints at 20 Paise/Page* & Deskjet 2332 Colour Printer & GT 53 XL Cartridge Ink","15,521",3.9 out of 5 stars,"1,188",https://www.amazon.in/HP-Printer-Scanner-Capacity-Cartridge/dp/B0BBKDDHBC/ref=sr_1_147?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-147#customerReviews
"HP Deskjet Ink Advantage 4178 AIO Printer, Automatic Document Feeder, Simple Setup Smart App, Ideal for Home. & 678 2-Pack Black Original Ink Advantage Cartridges","9,214",3.8 out of 5 stars,"5,854",https://www.amazon.in/HP-Advantage-Automatic-Document-Cartridges/dp/B0BK8LMNTM/ref=sr_1_148?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-148#customerReviews
"HP Deskjet Ink Advantage 4178 WiFi Colour Printer, Scanner and Copier for Home/Small Office Compact Size, Automatic Document Feeder & H200 Headphones (Black) & 678 Tri-Color Ink Cartridge","10,230",3.8 out of 5 stars,"5,854",https://www.amazon.in/HP-Advantage-Automatic-Headphones-Tri-Color/dp/B0BBK95JSC/ref=sr_1_149?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-149#customerReviews
HP DeskJet 1212 Single Function Inkjet Colour Printer & HP 805 Black Inkjet & HP 805 Tricolor Inkjet Combo,"4,297",3.9 out of 5 stars,10,https://www.amazon.in/HP-DeskJet-1212-Function-Tricolor/dp/B08KH2XTPZ/ref=sr_1_150?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-150#customerReviews
"HP Ink Tank 316 AiO Printer & GT 53 XL Black Ink Bottle & GT 52 Yellow, Magenta, Cyan Ink Bottles(1 Printer+1Black Ink Bottles+3 Color Ink Bottles) Combo",,,,
"HP Deskjet Ink Advantage 2778 All-in-One Printer, Scanner and Copier, B&W Prints at Rs. 1.65/Page*, Color Prints at Rs 5/Page* & H200 Headphones (Black) & 803 Small Ink Cartridge (Black)","8,947",3.8 out of 5 stars,"2,156",https://www.amazon.in/HP-Deskjet-Advantage-Headphones-Cartridge/dp/B0BBL23FMY/ref=sr_1_152?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-152#customerReviews
"HP Deskjet 2729 WiFi Colour Printer, Scanner and Copier, Dual-Band Wi-Fi, Voice Activated Printing (Google Home and Alexa) & 805 Black Original Ink Cartridge & 805 Tri-Color Original Ink Cartridge","7,597",3.5 out of 5 stars,"2,496",https://www.amazon.in/HP-Dual-Band-Activated-Cartridge-Tri-Color/dp/B0BBKNGQL9/ref=sr_1_153?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356103&sprefix=hp+print%2Caps%2C595&sr=8-153#customerReviews
HP Laserjet Pro M405DW Printer,,,,
"HP Laserjet 1188nw WiFi Printer, Print Copy Scan, Compact Design, Reliable and Fast Printing, Network Support",,,,
"HP 720 WiFi Duplex Printer with Smart-Guided Button, Print, Scan, Copy and Wireless; up to 12K Black or 8K Color Pages of Ink in The Box & GT52 Ink Bottle (Yellow)","22,023",4.1 out of 5 stars,931,https://www.amazon.in/HP-Duplex-Printer-Smart-Guided-Wireless/dp/B0BK8M8MRH/ref=sr_1_161?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-161#customerReviews
"HP Smart Tank 790 WiFi Duplex Hi-Capacity Tank Printer with Magic Touch Panel with ADF, auto Ink & Paper Sensor (up to 12K Black or 8K Color Pages) & H200 Headphones (Black) & GT 53 XL Cartridge Ink","29,045",4.1 out of 5 stars,931,https://www.amazon.in/HP-Hi-Capacity-Printer-Headphones-Cartridge/dp/B0BBKLRP9N/ref=sr_1_162?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-162#customerReviews
"HP Sprocket Z3Z91A#630 - Portable Photo Printer, Print Social Media Photos (5 x 7.6 cm), White","24,599",4.5 out of 5 stars,"3,494",https://www.amazon.in/HP-Sprocket-Portable-Printer-Sticky-Backed/dp/B01LBWEMP4/ref=sr_1_163?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-163#customerReviews
"HP Laserjet Tank 1005w Printer: Print, Copy, Scan, Self Reset Dual Band WiFi, (381U4A) & 158X Black Original Laserjet Toner Reload Kit",,,,
HP Laserjet M 436NDA,"69,990",2.0 out of 5 stars,1,https://www.amazon.in/HP-Laserjet-M-436NDA/dp/B074WXD2KB/ref=sr_1_165?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-165#customerReviews
"HP Laserjet 136a Laser Monochrome Print, Scan, Copy   with USB Connectivity, Compact Design, Fast Printing & Ink Tank 316 Colour Printer, Scanner and Copier","27,365",4.0 out of 5 stars,461,https://www.amazon.in/HP-Laserjet-Monochrome-Connectivity-Printing/dp/B0BP11LN8K/ref=sr_1_161?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-161#customerReviews
"HP 158X Black Original Laserjet Toner Reload Kit & 150 Wireless Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity","2,086",4.3 out of 5 stars,123,https://www.amazon.in/HP-Original-Ergonomic-ambidextrous-connectivity/dp/B0BK8HTBD4/ref=sr_1_162?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-162#customerReviews
"HP 14s, 11th Gen Intel Core i3-1115G4, Micro-Edge & Laserjet 108w Single Function Monochrome Laser Wi-Fi Printer for Home/Office, Compact Design, Printing","49,489",4.1 out of 5 stars,"1,371",https://www.amazon.in/HP-i3-1115G4-Micro-Edge-Laserjet-Monochrome/dp/B0C5BY5RJG/ref=sr_1_163?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-163#customerReviews
"HP Ink Tank 316 Colour Printer, Scanner and Copier, High Capacity Tank (7500 Black and 8000 Colour), Per Page (10P for B/W and 20P for Colour) & Deskjet 2332 Colour Printer & GT 53 XL Cartridge Ink","15,621",4.2 out of 5 stars,"4,549",https://www.amazon.in/HP-Printer-Scanner-Capacity-Cartridge/dp/B0BBKFLFKP/ref=sr_1_164?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-164#customerReviews
"HP Ce314A 5T Color Laserjet Cp1025 Imaging Unit Printer Cartridges, Black, Standard","7,357",4.6 out of 5 stars,716,https://www.amazon.in/Ce314A-Laserjet-Imaging-Printer-Cartridges/dp/B0044UEXT6/ref=sr_1_165?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-165#customerReviews
"HP Color Laserjet Pro M454dn Printer, Double-Sided Printing & Built-in Ethernet","1,05,500",4.3 out of 5 stars,236,https://www.amazon.in/HP-Laserjet-M454dn-Double-Sided-Printing/dp/B07RSHG542/ref=sr_1_166?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-166#customerReviews
"HP Laserjet 136w Compact Monochrome Multifunction Printer with Direct Wi-Fi & H200Gs Wired Gaming Over Ear Headphones with Mic, Soft Adaptive Suspension Headband,7.1 Stereo Surround Sound",,,,
HP Color Laserjet Enterprise M480f Multifunction Duplex Printer,,,,
"HP Ink Tank 316 Colour Printer, Scanner and Copier for Home/Office, High Capacity Tank, Per Page (10P for B/W and 20P for Colour), Borderless Printing & 802 Small Ink Cartridge - Black",,,,
"HP Deskjet Plus Ink Advantage 6075 WiFi Colour Printer, Scanner and Copier & 682 Tri-Color Original Ink Cartridge, Compatible 2335, 2338,2776,2778,6075, 4178 Printer Models",,,,
HP Laser MFP 136a Printer & HP 110A Blk Original Laser Toner Crt,"21,612",4.0 out of 5 stars,461,https://www.amazon.in/HP-Laser-Printer-Original-Toner/dp/B08KG18TBM/ref=sr_1_171?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356106&sprefix=hp+print%2Caps%2C595&sr=8-171#customerReviews
AB Scanner Hinge Set for HP Laserjet HP Laserjet 1130 1132 1136 1212 1213 1214 1216 1217 1218 125 126 127 128 Printer (CE841-60119) (CE847-60110) (CE841-40033),599,5.0 out of 5 stars,1,https://www.amazon.in/Laserjet-1130-CE841-60119-CE847-60110-CE841-40033/dp/B09XHMTT77/ref=sr_1_177?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-177#customerReviews
"HP 14s, 11th Gen Intel Core i3-1115G4, Micro-Edge & Laserjet 108w Single Function Monochrome Laser Wi-Fi Printer for Home/Office, Compact Design, Printing","49,489",4.1 out of 5 stars,"1,371",https://www.amazon.in/HP-i3-1115G4-Micro-Edge-Laserjet-Monochrome/dp/B0C5BY5RJG/ref=sr_1_178?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-178#customerReviews
"HP Laserjet 1188nw WiFi Printer, Print Copy Scan, Compact Design, Reliable and Fast Printing, Network Support",,,,
"HP 158X Black Original Laserjet Toner Reload Kit & 150 Wireless Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity","2,086",4.3 out of 5 stars,123,https://www.amazon.in/HP-Original-Ergonomic-ambidextrous-connectivity/dp/B0BK8HTBD4/ref=sr_1_180?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-180#customerReviews
"HP Ink Tank 316 Colour Printer, Scanner and Copier for Home/Office, High Capacity Tank (7500 Black and 8000 Colour) Deskjet 2332 Colour Printer, Scanner and Copier for Home/Small Office","14,898",4.2 out of 5 stars,"4,549",https://www.amazon.in/HP-Printer-Scanner-Capacity-Deskjet/dp/B0BC13QFVR/ref=sr_1_181?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-181#customerReviews
"HP Laserjet Pro M126nw Monochrome Direct Wireless Network & H200Gs Wired Gaming Over Ear Headphones(8AA07AA) & Deskjet Ink Advantage 4178 WiFi Colour Printer, Scanner and Copier","30,114",4.2 out of 5 stars,"5,334",https://www.amazon.in/HP-Laserjet-Monochrome-Headphones-Advantage/dp/B0BBLZZGPC/ref=sr_1_177?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-177#customerReviews
"HP Laserjet Pro M126nw Monochrome Direct Wireless Network, Laser Multifunction Printer & 805 Black Original Ink Cartridge & Deskjet Ink Advantage 4178 WiFi Colour Printer, Scanner and Copier","29,526",4.2 out of 5 stars,"5,334",https://www.amazon.in/HP-Monochrome-Multifunction-Cartridge-Advantage/dp/B0BBLY57KK/ref=sr_1_178?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-178#customerReviews
"HP Ink Tank 530 Color Printer, Scanner, Copier &Compact, Easy Mobile Printing, Affordable & H200Gs Wired Gaming Over Ear Headphones Soft Adaptive Suspension Headband with 7.1 Stereo Surround Sound",,,,
"HP Laserjet Pro M126nw Monochrome Direct Wireless Network, Laser Multifunction Printer & H200Gs Wired Gaming Over Ear Headphones with Mic, Soft Adaptive Suspension Headband with USB7.1 Output,",,,,
HP 56X High Yield Black LaserJet Toner Cartridge (CF256X),"11,500",4.5 out of 5 stars,5,https://www.amazon.in/Yield-Black-LaserJet-Cartridge-CF256X/dp/B0745Z6PNV/ref=sr_1_181?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-181#customerReviews
"HP 15s, Ryzen 5-5500U, Micro-Edge & Deskjet 2723 Printer, Copy, Scan, Dual Band WiFi, Bluetooth, USB, Simple Setup Smart App, Ideal for Home.","55,989",4.2 out of 5 stars,856,https://www.amazon.in/HP-5-5500U-Micro-Edge-Deskjet-Bluetooth/dp/B0C5BT1DNR/ref=sr_1_182?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-182#customerReviews
"HP Laserjet 136a Laser Monochrome Print, Scan, Copy   with USB Connectivity, Compact Design, Fast Printing & Ink Tank 315 Color Printer, Scanner, & Copier with High Capacity Tank",,,,
"HP Black/Tri Color Combo Printhead DeskJet GT5810 / GT5820 Series, Ink Tank 110/310/410 Series, Smart Tank 300/400 Series & HP GT52 Ink Bottle (Cyan)","2,383",4.1 out of 5 stars,"1,433",https://www.amazon.in/HP-Printhead-DeskJet-GT5810-GT5820/dp/B0BNVVF4M1/ref=sr_1_184?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-184#customerReviews
"HP Laserjet 138fnw Monochrome Compact Wi-Fi Printer with Network Support & H200Gs Wired Gaming Over Ear Headphones with Mic, Lightweight Design, Soft Adaptive Suspension Headband with USB7.1 Output","22,148",4.0 out of 5 stars,"1,150",https://www.amazon.in/HP-Monochrome-Headphones-Lightweight-Suspension/dp/B0BK8MMDXH/ref=sr_1_185?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-185#customerReviews
"HP 14s, 11th Gen Intel Core i3-1115G4, Micro-Edge & Laserjet 136w Compact Monochrome Multifunction Printer with Direct Wi-Fi (Print, Scan, Copy)","52,969",4.1 out of 5 stars,"1,371",https://www.amazon.in/HP-i3-1115G4-Micro-Edge-Monochrome-Multifunction/dp/B0C5BYYQN6/ref=sr_1_186?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356109&sprefix=hp+print%2Caps%2C595&sr=8-186#customerReviews
"HP Ink Tank 316 Colour Printer, Scanner And Copier & H200Gs Wired Gaming Over Ear Headphones with Mic, Lightweight Design,Soft Adaptive Suspension Headband with USB7.1 Output,7.1 Stereo Surround Sound",,,,
"HP Laserjet 136a Laser Monochrome Print, Scan, Copy   with USB Connectivity, Compact Design, Fast Printing & Ink Tank 315 Color Printer, Scanner, & Copier with High Capacity Tank",,,,
"HP Ink Tank 316 Colour Printer, Scanner And Copier & H200Gs Wired Gaming Over Ear Headphones with Mic, Lightweight Design,Soft Adaptive Suspension Headband with USB7.1 Output,7.1 Stereo Surround Sound",,,,
Trailing Cable for HP Designjet T830 520 Printer Plotter Part,"1,199",1.0 out of 5 stars,1,https://www.amazon.in/Trailing-Cable-Designjet-Printer-Plotter/dp/B07JQBQXBD/ref=sr_1_195?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-195#customerReviews
HP 932XL-933XL 4 Pack Set- Black and Color Inkjet Set 1 HP 932XL Black CB053AN,"11,132",4.6 out of 5 stars,"7,292",https://www.amazon.in/HP-932XL-933XL-Black-Inkjet-CB053AN/dp/B00FSBC9VO/ref=sr_1_196?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-196#customerReviews
Encoder Strip for HP Designjet 500 42Inch Big Size A0 Plotter Parts,"2,249",5.0 out of 5 stars,2,https://www.amazon.in/Encoder-Strip-Designjet-42Inch-Plotter/dp/B081M7KWLL/ref=sr_1_197?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-197#customerReviews
"HP Black/Tri Color Combo Printhead DeskJet GT5810 / GT5820 Series, Ink Tank 110/310/410 Series, Smart Tank 300/400 Series & HP 46 Tri-Color Original Ink Advantage Cartridge","2,760",4.1 out of 5 stars,"1,433",https://www.amazon.in/HP-Printhead-Tri-Color-Advantage-Cartridge/dp/B0BNW1NN59/ref=sr_1_193?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-193#customerReviews
HP 702304-002 702304-002,"26,950",5.0 out of 5 stars,1,https://www.amazon.in/HP-702304-002/dp/B014VUJIP2/ref=sr_1_194?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-194#customerReviews
"HP Black/Tri Color Combo Printhead DeskJet GT5810 / GT5820 Series, Ink Tank 110/310/410 Series, Smart Tank 300/400 Series & HP 678 Tri-Color Ink Cartridge","2,751",4.1 out of 5 stars,"1,433",https://www.amazon.in/HP-Printhead-DeskJet-Tri-Color-Cartridge/dp/B0BNVY99LL/ref=sr_1_195?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-195#customerReviews
"HP Black/Tri Color Combo Printhead DeskJet GT5810 / GT5820 Series, Ink Tank 110/310/410 Series, Smart Tank 300/400 Series & HP GT52 Ink Bottle (Yellow)","2,383",4.1 out of 5 stars,"1,433",https://www.amazon.in/HP-Printhead-DeskJet-GT5810-GT5820/dp/B0BNVXY74Q/ref=sr_1_196?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-196#customerReviews
AB MOTER Drive Gear for Use in Samsng Laser Printer 1666/1866/1660 Printer Accessories,499,5.0 out of 5 stars,1,https://www.amazon.in/MOTER-Samsng-Printer-1666-Accessories/dp/B09ZQT9H77/ref=sr_1_197?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-197#customerReviews
CPS Trailing Cable for HP Designjet T120 T520 24Inch A1 CQ890-67005,,,,
AB Main Gear Compatible for HP 1010 1020 1012 1015 1018 M1005 LBP 2900,,,,
"AB Reset Drum Chip for Samsung M2826ND / M2876FH, (Set of 2Chip)",,,,
AB Teflon Fuser Film Sleeve LBP 2900 3000 LBP3000 3112 1210 i-SENSYS LBP-6000/6000B/6020/6020B lbp-6000/6000b/6018 mf-3010,299,2.8 out of 5 stars,2,https://www.amazon.in/LBP-2900-i-SENSYS-LBP-6000-lbp-6000/dp/B09T9Q3W57/ref=sr_1_201?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356112&sprefix=hp+print%2Caps%2C595&sr=8-201#customerReviews
